id_personne;code_dept_naiss;code_lim_jur;code_pays_naiss;code_pays_nat_1;code_sit_familiale;intitule_lieu_naissance
102219510;NULL;NULL;FR;FR;1;
102219850;3;NULL;FR;FR;2;MONTLUCON
102219870;NULL;NULL;FR;FR;2;
102220100;75;NULL;FR;FR;2;PARIS
102221810;35;NULL;FR;NULL;2;ST PERAN
102224030;59;NULL;FR;FR;2;VALENCIENNES
102224210;NULL;NULL;FR;FR;4;
102224390;NULL;NULL;FR;FR;1;
102225700;59;NULL;FR;FR;1;DOUAI
102226540;83;NULL;FR;FR;1;TOULON
102227510;68;NULL;FR;FR;2;MULHOUSE
102228400;NULL;NULL;FR;FR;4;
102228490;33;NULL;FR;FR;3;BORDEAUX
102228790;83;NULL;FR;FR;7;GRIMAUD
102229180;64;NULL;FR;FR;3;BAYONNE
102229950;NULL;NULL;FR;FR;1;
102230720;75;NULL;FR;FR;1;PARIS
102231550;83;NULL;FR;FR;4;LA SEYNE SUR MER
102231840;NULL;NULL;FR;FR;3;
102233020;31;NULL;FR;FR;3;TOULOUSE
102233220;NULL;NULL;FR;FR;1;
102233760;59;NULL;FR;FR;3;ROUBAIX
102234210;NULL;NULL;FR;FR;1;
102234740;13;NULL;FR;FR;3;MARSEILLE
102234900;NULL;NULL;FR;FR;1;
102235330;NULL;NULL;FR;FR;2;
102235790;NULL;NULL;FR;FR;1;
102235910;NULL;NULL;FR;FR;1;
102236220;NULL;NULL;FR;FR;2;
102236480;NULL;NULL;FR;FR;99;
102237050;NULL;NULL;FR;FR;2;
102237260;NULL;NULL;FR;FR;3;
102237440;NULL;NULL;FR;FR;2;
102237840;NULL;NULL;FR;FR;2;
102238180;NULL;NULL;FR;FR;1;
102238370;92;NULL;FR;FR;1;ST CLOUD
102238750;33;NULL;FR;FR;1;BORDEAUX
102238910;91;NULL;FR;FR;1;MASSY
102238920;NULL;NULL;FR;FR;1;
102239020;29;NULL;FR;FR;5;PONT L ABBE
102239710;NULL;NULL;FR;FR;1;
102240260;62;NULL;FR;FR;1;HESDIN
102240670;NULL;NULL;FR;FR;1;
102241170;NULL;NULL;FR;FR;1;
102241770;971;NULL;FR;FR;3;POINTE A PITRE
102242960;NULL;NULL;FR;FR;1;
102242980;NULL;NULL;FR;FR;2;LE ROBERT
102243040;24;NULL;FR;FR;1;PERIGUEUX
102243320;69;NULL;FR;FR;1;LYON
102243710;92;NULL;FR;FR;5;BAGNEUX
102244470;NULL;NULL;FR;FR;2;
102246200;NULL;NULL;FR;FR;1;
102246230;NULL;NULL;FR;FR;1;
102246470;69;NULL;FR;FR;1;LYON
102246730;NULL;NULL;FR;FR;2;
102246970;NULL;NULL;FR;FR;1;
102248760;51;NULL;FR;FR;1;CHALONS
102249110;NULL;NULL;FR;FR;2;
102250780;75;31;FR;FR;2;PARIS 10
102250800;83;NULL;FR;FR;1;TOULON
102251780;25;NULL;FR;FR;2;PONTARLIER
102252390;57;NULL;FR;FR;2;SARREGUEMINES
102252610;38;NULL;FR;FR;2;LA TRONCHE
102253430;13;NULL;FR;FR;4;ARLES
102253880;NULL;NULL;FR;FR;3;
102254580;NULL;NULL;FR;FR;1;
102255220;68;NULL;FR;FR;7;COLMAR
102256340;NULL;NULL;FR;FR;3;
102257010;78;NULL;FR;FR;2;VERSAILLES
102257060;NULL;NULL;DZ;FR;2;ORAN ALGERIE
102257840;NULL;NULL;FR;FR;7;
102258000;75;NULL;FR;FR;2;PARIS
102258620;NULL;NULL;FR;FR;1;
102259160;10;NULL;FR;FR;2;TROYES
102259430;NULL;NULL;FR;FR;1;BASTIA
102259650;43;NULL;FR;FR;7;LE PUY EN VELAY
102259870;NULL;NULL;FR;FR;1;
102260190;38;NULL;FR;FR;3;ST MARCELLIN
102260570;NULL;NULL;FR;FR;1;
102261130;62;NULL;FR;FR;5;ARRAS
102261760;83;NULL;FR;FR;1;ST RAPHAEL
102262110;6;NULL;FR;FR;3;CANNES
102262420;NULL;NULL;FR;FR;2;
102263040;NULL;NULL;FR;FR;1;
102263680;51;NULL;FR;FR;2;REIMS
102264540;NULL;NULL;FR;FR;3;
102264620;NULL;NULL;FR;FR;2;
102264630;92;NULL;FR;FR;1;SURESNES
102265840;NULL;NULL;FR;FR;3;
102265890;31;NULL;FR;FR;4;TOULOUSE
102265920;NULL;NULL;FR;FR;2;
102266220;NULL;NULL;FR;FR;2;
102267660;NULL;NULL;FR;FR;2;
102268600;51;NULL;FR;FR;1;REIMS
102268720;14;NULL;FR;FR;2;CAEN
102268800;NULL;NULL;FR;FR;99;
102268910;51;NULL;FR;FR;4;EPERNAY
102269120;NULL;NULL;DZ;FR;1;MOSTAGEM
102269180;92;NULL;FR;FR;1;QUINCY SOUS SENART
102269860;NULL;NULL;FR;FR;2;
102270450;NULL;NULL;FR;FR;7;
102270580;37;NULL;FR;FR;4;TOURS
102270700;NULL;NULL;FR;FR;99;
102270740;NULL;NULL;FR;FR;3;
102271740;NULL;NULL;FR;FR;1;
102272650;974;NULL;FR;FR;2;ST PAUL
102272670;NULL;NULL;FR;FR;3;
102272890;NULL;NULL;FR;FR;1;
102273560;NULL;NULL;FR;FR;3;
102273660;64;NULL;FR;FR;2;PAU
102274160;NULL;NULL;FR;FR;2;
102274180;NULL;NULL;FR;FR;2;BASSE TERRE
102274200;NULL;NULL;FR;FR;1;
102274260;NULL;NULL;FR;FR;99;
102274560;45;NULL;FR;FR;6;ORLEANS
102275150;26;NULL;FR;FR;2;VALENCE
102275850;13;NULL;FR;FR;2;MARSEILLE
102276210;NULL;NULL;FR;FR;1;
102276900;NULL;NULL;FR;FR;2;
102276960;NULL;NULL;FR;FR;99;
102277920;NULL;NULL;FR;FR;1;
102278450;NULL;NULL;FR;FR;2;
102279340;NULL;NULL;FR;FR;2;
102279350;75;NULL;FR;FR;7;PARIS
102279390;NULL;NULL;FR;FR;2;
102280430;NULL;NULL;FR;FR;2;
102280460;57;NULL;FR;FR;3;THIONVILLE
102280680;NULL;NULL;FR;FR;1;
102280870;8;NULL;FR;FR;1;CHARLEVILLE MEZIERES
102282040;33;NULL;FR;FR;1;BORDEAUX
102282630;NULL;NULL;FR;FR;3;
102282990;NULL;NULL;FR;FR;3;
102283640;29;NULL;FR;FR;2;LESNEVEN
102284180;42;NULL;FR;FR;1;ROANNE
102284450;56;NULL;FR;FR;1;QUEVEN
102284750;84;NULL;FR;FR;3;AVIGNON
102286380;45;NULL;FR;FR;7;LORRIS
102287060;2;NULL;FR;FR;2;SOISSONS
102287440;26;NULL;FR;FR;4;VALENCE
102288330;NULL;NULL;FR;FR;3;
102288860;NULL;NULL;FR;FR;1;
102288910;NULL;NULL;IT;FR;7;SANTORSO
102289280;NULL;NULL;FR;FR;3;
102289320;29;NULL;FR;FR;1;BREST
102289600;84;NULL;FR;FR;1;AVIGNON
102289890;21;NULL;FR;FR;3;DIJON
102290500;80;NULL;FR;FR;3;ABVILLE
102291040;NULL;NULL;FR;FR;2;
102291120;78;NULL;FR;FR;4;POISSY
102291650;57;NULL;FR;FR;1;METZ
102291730;35;NULL;FR;FR;2;RENNES
102293170;94;NULL;FR;FR;1;CHAMPIGNY SUR MARNE
102293180;NULL;NULL;FR;FR;2;
102293440;91;NULL;FR;FR;3;JUVISY SUR ORGE
102293470;NULL;NULL;FR;FR;3;
102294000;35;NULL;FR;FR;4;RENNES
102294530;78;NULL;FR;FR;2;LES MUREAUX
102294560;92;NULL;FR;FR;2;NEUILLY SUR SEINE
102294580;NULL;NULL;FR;FR;3;ROURA
102294740;83;NULL;FR;FR;3;OLLIOULES
102294760;50;NULL;FR;FR;1;AVRANCHES
102294900;NULL;NULL;FR;FR;7;
102295350;NULL;NULL;FR;FR;2;
102296090;NULL;NULL;FR;FR;2;
102296620;14;NULL;FR;FR;3;CAEN
102297430;NULL;NULL;FR;FR;2;
102298220;31;NULL;FR;FR;3;TOULOUSE
102298560;NULL;NULL;FR;FR;1;
102298680;NULL;NULL;FR;FR;2;
102298780;11;NULL;FR;FR;2;CARCASSONNE
102298810;37;NULL;FR;FR;1;TOURS
102298960;92;NULL;FR;FR;1;CLICHY
102299390;67;NULL;FR;FR;1;STRASBOURG
102299950;NULL;NULL;FR;FR;2;
102300140;NULL;NULL;FR;FR;99;
102300190;NULL;NULL;FR;FR;3;ST GEORGES DE L'OYAPOCK
102300650;NULL;NULL;FR;FR;3;
102300730;61;NULL;FR;FR;2;L AIGLE
102300850;92;NULL;FR;FR;5;ST CLOUD
102301030;76;NULL;FR;FR;6;LE HAVRE
102301510;93;NULL;FR;FR;1;GAGNY
102301800;NULL;NULL;FR;FR;2;
102302060;NULL;NULL;FR;FR;1;
102302070;NULL;NULL;FR;FR;1;
102302310;31;NULL;FR;FR;1;TOULOUSE
102304320;NULL;NULL;FR;FR;1;
102304590;NULL;NULL;FR;FR;1;
102304600;NULL;NULL;FR;FR;1;
102304660;971;NULL;FR;FR;2;BASSE TERRE
102304900;78;NULL;FR;FR;1;ST GERMAIN EN LAYE
102305080;14;NULL;FR;FR;3;CAEN
102306080;NULL;NULL;FR;FR;3;
102306700;NULL;NULL;FR;FR;1;
102307820;NULL;NULL;FR;FR;3;
102308000;NULL;NULL;FR;FR;99;
102308110;63;NULL;FR;FR;2;CLERMONT FERRAND
102308330;67;NULL;FR;FR;3;STRASBOURG
102308770;NULL;NULL;ES;FR;6;TERRASSA
102309140;17;NULL;FR;FR;1;SAINTES
102309200;6;NULL;FR;FR;1;NICE
102309280;NULL;NULL;FR;FR;1;
102310350;NULL;NULL;FR;FR;2;
102311050;33;NULL;FR;FR;2;BORDEAUX
102311770;NULL;NULL;FR;FR;1;
102312370;75;NULL;FR;FR;3;PARIS
102312510;NULL;NULL;FR;FR;3;ST DENIS
102312630;NULL;NULL;FR;FR;4;
102312770;92;NULL;FR;FR;3;ANTONY
102312930;NULL;NULL;FR;FR;5;
102312980;6;NULL;FR;FR;3;GRASSE
102314350;NULL;NULL;FR;FR;1;
102315070;NULL;NULL;FR;FR;4;
102317080;32;NULL;FR;FR;2;MAUVEZIN
102317250;45;NULL;FR;FR;1;ORLEANS
102317520;92;NULL;FR;FR;4;FONTENAY AUX ROSES
102317810;38;NULL;FR;FR;5;BOURGOIN JALLIEU
102321440;83;NULL;FR;FR;1;TOULON
102321690;NULL;NULL;FR;FR;3;
102321840;NULL;NULL;FR;FR;4;MARIPASOULA
102325310;51;NULL;FR;FR;1;REIMS
102325420;NULL;NULL;FR;FR;1;
102325480;91;NULL;FR;FR;1;RIS ORANGIS
102326350;NULL;NULL;FR;FR;2;
102326990;NULL;NULL;FR;FR;2;
102327750;83;NULL;FR;FR;2;HYERES LES PALMIERS
102327890;29;NULL;FR;FR;2;PLOUGUERNEAU
102328530;75;NULL;FR;FR;3;PARIS
102328550;13;NULL;FR;FR;1;AIX EN PROVENCE
102328680;95;NULL;FR;FR;2;GONESSE
102328840;83;NULL;FR;FR;2;TOULON
102329340;59;NULL;FR;FR;2;BAZUEL
102330360;83;NULL;FR;FR;2;TOULON
102330940;36;NULL;FR;FR;3;CHATEAUROUX
102331040;NULL;NULL;FR;FR;1;
102331110;NULL;NULL;FR;FR;1;LA TRINITE
102331370;90;NULL;FR;FR;1;BELFORT
102332260;83;NULL;FR;FR;4;TOULON
102332510;51;NULL;FR;FR;1;CHALONS EN CHAMPAGNE
102332590;NULL;NULL;FR;FR;2;
102332600;NULL;NULL;FR;FR;1;
102333700;NULL;NULL;FR;FR;6;
102334420;76;NULL;FR;FR;4;MONT ST AIGNAN
102334590;69;NULL;FR;FR;2;LYON
102336010;57;NULL;FR;FR;2;LONGEVILLE LES METZ
102336100;NULL;NULL;FR;FR;2;
102336680;NULL;NULL;FR;FR;3;
102337290;84;NULL;FR;FR;1;CAVAILLON
102337840;77;NULL;FR;FR;4;VILLEPARISIS
102337860;6;NULL;FR;FR;3;ANTIBES
102338170;59;NULL;FR;FR;2;ROUBAIX
102338450;NULL;NULL;FR;FR;1;
102339000;34;NULL;FR;FR;1;MONTPELLIER
102339110;6;NULL;FR;FR;2;NICE
102339790;50;NULL;FR;FR;2;DOUE LA FONTAINE
102340300;17;NULL;FR;FR;1;VAUX SUR MER
102341300;34;NULL;FR;FR;1;MONTPELLIER
102341320;NULL;NULL;FR;FR;1;
102341330;NULL;NULL;FR;FR;1;
102341690;NULL;NULL;DZ;FR;2;SIDI BEL ABBES
102342240;NULL;NULL;FR;FR;1;
102342640;88;NULL;FR;FR;2;VITTEL
102342910;NULL;NULL;FR;FR;2;
102342930;NULL;NULL;FR;FR;1;
102343230;973;NULL;FR;FR;2;KOUROU
102344420;89;NULL;FR;FR;3;SENS
102344800;71;NULL;FR;FR;6;MACON
102345050;57;NULL;FR;FR;1;BITCHE
102345450;NULL;NULL;FR;FR;2;
102345620;971;NULL;FR;FR;6;POINTE A PITRE
102346050;33;NULL;FR;FR;2;BORDEAUX
102346210;NULL;NULL;FR;FR;2;
102346590;83;NULL;FR;FR;1;LA SEYNE SUR MER
102347280;NULL;NULL;FR;FR;2;
102347670;NULL;NULL;FR;FR;1;
102347680;NULL;NULL;FR;FR;1;
102349050;NULL;NULL;FR;FR;3;
102349540;NULL;NULL;FR;FR;1;
102349730;NULL;NULL;FR;FR;1;
102350060;NULL;NULL;FR;FR;1;
102350200;88;NULL;FR;FR;6;REMIREMONT
102350320;NULL;NULL;FR;FR;3;
102352070;NULL;NULL;FR;FR;3;
102352200;NULL;NULL;FR;FR;7;
102352510;971;NULL;FR;FR;1;BASSE TERRE
102352670;30;NULL;FR;FR;2;ALES
102353040;NULL;NULL;FR;FR;3;
102353270;NULL;NULL;FR;FR;1;
102353280;NULL;NULL;FR;FR;1;
102354140;NULL;NULL;FR;FR;3;
102355090;NULL;NULL;FR;FR;7;
102356030;NULL;NULL;FR;FR;7;LE GOSIER
102356250;59;NULL;FR;FR;1;ROUBAIX
102356770;971;NULL;FR;FR;2;GRAND BOURG
102357180;54;NULL;FR;FR;2;PONT A MOUSSON
102357920;94;NULL;FR;FR;3;VINCENNES
102358720;NULL;NULL;FR;FR;5;
102358830;NULL;NULL;FR;FR;1;
102359530;NULL;NULL;FR;FR;3;
102360140;NULL;NULL;FR;FR;2;
102360590;NULL;NULL;FR;FR;1;
102360790;22;NULL;FR;FR;2;LANNION
102361190;19;NULL;FR;FR;3;TULLE
102361380;NULL;NULL;FR;FR;1;
102361610;NULL;NULL;FR;FR;1;
102361980;63;NULL;FR;FR;2;AMBERT
102363310;NULL;NULL;FR;FR;2;
102363880;64;NULL;FR;FR;2;PAU
102364110;45;NULL;FR;FR;1;ORLEANS
102364370;NULL;NULL;FR;FR;1;
102364550;13;NULL;FR;FR;1;MARSEILLE
102364870;18;NULL;FR;FR;2;BOURGES
102365460;NULL;NULL;FR;FR;3;
102366290;57;NULL;FR;FR;2;THIONVILLE
102366740;13;NULL;FR;FR;2;ARLES
102367180;32;NULL;FR;FR;2;AUCH
102368040;NULL;NULL;FR;FR;2;ST BENOIT
102368090;83;NULL;FR;FR;2;TOULON
102368860;21;NULL;FR;FR;3;CHENOVE
102369190;NULL;NULL;FR;FR;1;
102369730;NULL;NULL;FR;FR;1;SAINT PAUL  LA REUNION
102369840;83;NULL;FR;FR;3;TOULON
102369920;83;NULL;FR;FR;1;BRIGNOLES
102370390;34;NULL;FR;FR;3;MONTPELLIER
102370400;NULL;NULL;FR;FR;3;
102370900;NULL;NULL;FR;FR;1;
102371480;NULL;NULL;FR;FR;1;
102371900;NULL;NULL;FR;FR;3;
102372370;971;NULL;FR;FR;3;LE MOULE
102372680;59;NULL;FR;FR;2;BELLAING
102373300;NULL;NULL;FR;FR;99;
102373770;NULL;NULL;FR;FR;1;
102374150;59;NULL;FR;FR;2;VALENCIENNES
102374340;57;NULL;FR;FR;3;METZ
102376620;NULL;NULL;FR;FR;2;
102377340;NULL;NULL;FR;FR;3;
102377730;NULL;NULL;FR;FR;3;
102377950;77;NULL;FR;FR;2;CHELLES
102378660;33;NULL;FR;FR;1;TALENCE
102379250;29;NULL;FR;FR;1;BREST
102379760;NULL;NULL;FR;FR;1;
102379800;18;NULL;FR;FR;3;ST DOULCHARD
102380570;NULL;NULL;FR;FR;1;
102380620;60;NULL;FR;FR;1;BEAUVAIS
102380720;NULL;NULL;FR;FR;7;
102380970;93;NULL;FR;FR;1;LE BLANC MESNIL
102381000;972;NULL;FR;FR;1;SCHOELCHER
102381260;16;NULL;FR;FR;1;ANGOULEME
102381520;NULL;NULL;FR;FR;2;
102381620;NULL;NULL;FR;FR;1;
102382390;NULL;NULL;GT;FR;1;ANTIGUOUA
102382930;13;NULL;FR;FR;5;MARSEILLE
102383080;63;NULL;FR;FR;3;RIOM
102384160;73;NULL;FR;FR;1;CHAMBERY
102384320;50;NULL;FR;FR;3;CHERBOURG EN COTENTIN
102385060;17;NULL;FR;FR;1;LA ROCHELLE
102385500;NULL;NULL;FR;FR;2;
102385770;14;NULL;FR;FR;2;ESKUAY SUR SEULLES
102385950;94;NULL;FR;FR;2;IVRY SUR SEINE
102386390;NULL;NULL;FR;FR;3;
102386440;NULL;NULL;FR;FR;1;
102386790;NULL;NULL;FR;FR;3;
102388510;45;NULL;FR;FR;2;ORLEANS
102388750;NULL;NULL;FR;FR;1;
102389850;NULL;NULL;FR;FR;1;
102389950;NULL;NULL;FR;FR;3;
102390120;83;NULL;FR;FR;4;TOULON
102391770;14;NULL;FR;FR;7;STE MARGUERITE DE VIETTE
102391830;35;NULL;FR;FR;1;ST MALO
102391960;NULL;NULL;FR;FR;2;
102392110;NULL;NULL;FR;FR;3;
102392750;NULL;NULL;FR;FR;1;
102392800;13;NULL;FR;FR;2;MARTIGUES
102392990;52;NULL;FR;FR;2;CHAUMONT
102393440;NULL;NULL;FR;FR;3;
102393810;NULL;NULL;FR;FR;1;
102394210;NULL;NULL;FR;FR;7;
102394590;NULL;NULL;FR;FR;2;
102394850;54;NULL;FR;FR;4;ESSEY LES NANCY
102395220;51;NULL;FR;FR;1;REIMS
102395420;92;NULL;FR;FR;1;COURBEVOIE
102395530;56;NULL;FR;FR;4;PLOEMEUR
102395900;56;NULL;FR;FR;2;HENNEBONT
102396190;44;NULL;FR;FR;4;ST NAZAIRE
102396260;60;NULL;FR;FR;2;SENLYS
102396620;NULL;NULL;FR;FR;1;
102396820;67;NULL;FR;FR;2;SCHILTIGHEIM
102397490;59;NULL;FR;FR;1;DOUAI
102397530;NULL;NULL;DE;FR;3;FRIBOURG
102397570;13;NULL;FR;FR;2;MARSEILLE
102397640;92;NULL;FR;FR;4;LEVALLOIS PERRET
102397850;69;NULL;FR;FR;4;ST PRIEST
102398000;NULL;NULL;FR;FR;1;
102398270;NULL;NULL;FR;FR;1;
102398350;NULL;NULL;FR;FR;3;POINTE A PITRE
102398630;36;NULL;FR;FR;6;CHATEAUROUX
102398840;2;NULL;FR;FR;2;LAON
102398890;86;NULL;FR;FR;2;POITIERS
102398900;54;NULL;FR;FR;7;VILLERUPT
102399620;66;NULL;FR;FR;2;PERPIGNAN
102399690;56;NULL;FR;FR;3;PLOERMEL
102400450;92;NULL;FR;FR;2;SURESNES
102400630;971;NULL;FR;FR;2;MORNE A L EAU
102400710;28;NULL;FR;FR;5;DREUX
102401840;56;NULL;FR;FR;1;HENNEBONT
102401850;56;NULL;FR;FR;1;HENNEBONT
102402220;NULL;NULL;FR;FR;1;
102403110;NULL;NULL;FR;FR;1;
102403930;NULL;NULL;FR;FR;1;
102404670;76;NULL;FR;FR;2;LE HAVRE
102404880;75;NULL;FR;FR;1;PARIS
102405070;NULL;NULL;FR;FR;1;
102406250;25;NULL;FR;FR;1;BESANCON
102406450;NULL;NULL;FR;FR;1;
102406460;76;NULL;FR;FR;3;LE HAVRE
102406840;NULL;NULL;FR;FR;1;
102407190;95;NULL;FR;FR;2;PONTOISE
102408290;NULL;NULL;FR;FR;1;
102408570;59;NULL;FR;FR;2;LILLE
102408670;NULL;NULL;FR;FR;1;
102410690;64;NULL;FR;FR;5;GAN
102410950;NULL;NULL;FR;FR;7;
102411080;NULL;NULL;FR;FR;1;
102411220;974;NULL;FR;FR;1;ST DENIS
102411530;69;NULL;FR;FR;1;STE FOY LES LYON
102412120;68;NULL;FR;FR;1;MULHOUSE
102412610;26;NULL;FR;FR;3;MONTELIMAR
102412920;3;NULL;FR;FR;3;VICHY
102413030;33;NULL;FR;FR;1;BRUGES
102413040;NULL;NULL;FR;FR;2;
102413120;18;NULL;FR;FR;2;VIERZON
102413670;59;NULL;FR;FR;2;RIEUX EN CAMBRESIS
102413770;95;NULL;FR;FR;1;MONTMORENCY
102413850;75;NULL;FR;FR;2;PARIS
102413920;NULL;NULL;FR;FR;1;
102414060;69;NULL;FR;FR;1;ECULLY
102414230;NULL;NULL;FR;FR;2;
102414530;93;NULL;FR;FR;3;BONDY
102416040;75;NULL;FR;FR;3;PARIS
102416530;NULL;NULL;FR;FR;1;
102417510;NULL;NULL;FR;FR;1;
102418560;NULL;NULL;FR;FR;1;
102418570;NULL;NULL;FR;FR;1;
102419380;NULL;NULL;FR;FR;2;
102419440;70;NULL;FR;FR;2;VESOUL
102419870;NULL;NULL;FR;FR;1;
102421210;42;NULL;FR;FR;2;FIRMINY
102421650;NULL;NULL;FR;FR;3;
102421670;92;NULL;FR;FR;1;CLAMART
102422090;82;NULL;FR;FR;3;MONTAUBAN
102422520;NULL;NULL;FR;FR;99;
102422530;NULL;NULL;FR;FR;99;
102423240;94;NULL;FR;FR;2;KREMLIN BICETRE
102423580;83;NULL;FR;FR;3;TOULON
102424590;NULL;NULL;FR;FR;1;
102424830;43;NULL;FR;FR;1;YSSINGEAUX
102425430;NULL;NULL;FR;FR;1;
102426190;6;NULL;FR;FR;2;BIOT
102428310;13;NULL;FR;FR;4;MARSEILLE
102428410;NULL;NULL;FR;FR;1;
102429030;NULL;NULL;FR;FR;2;
102430760;NULL;NULL;IN;FR;2;PONDICHERY
102431010;NULL;NULL;FR;FR;1;
102431330;44;NULL;FR;FR;1;NANTES
102431870;54;NULL;FR;FR;3;LUNEVILLE
102432150;NULL;NULL;FR;FR;1;
102432290;28;NULL;FR;FR;3;CHARTRES
102432390;NULL;NULL;FR;FR;1;
102432520;NULL;NULL;FR;FR;3;
102432580;NULL;NULL;ES;FR;7;SAMA LANGREO ESPAGNE
102432710;NULL;NULL;FR;FR;1;
102433020;NULL;NULL;LB;FR;2;BEYROUTH
102433390;NULL;NULL;FR;FR;1;
102433400;NULL;NULL;FR;FR;1;
102434590;NULL;NULL;FR;FR;1;
102434880;45;NULL;FR;FR;1;ORLEANS
102435640;59;NULL;FR;FR;2;ARMENTIERES
102436080;NULL;NULL;FR;FR;5;
102436300;NULL;NULL;FR;FR;2;
102436440;78;NULL;FR;FR;6;CORBEIL
102437760;93;NULL;FR;FR;3;AUBERVILLIERS
102437780;24;NULL;FR;FR;7;THIVIERS
102438650;974;NULL;FR;FR;2;PETITE ILE
102440580;10;NULL;FR;FR;3;TROYES
102440650;83;NULL;FR;FR;2;LA SEYNE SUR MER
102441100;NULL;NULL;FR;FR;1;
102441480;71;NULL;FR;FR;1;PARAY LE MONIAL
102441620;NULL;NULL;FR;FR;7;
102441720;NULL;NULL;FR;FR;3;
102441820;NULL;NULL;FR;FR;2;
102442550;NULL;NULL;FR;FR;2;
102442740;NULL;NULL;FR;FR;1;
102443400;83;NULL;FR;FR;2;PIGNAN
102443430;67;NULL;FR;FR;6;STRASBOURG
102444140;NULL;NULL;HT;FR;1;CHERETTE
102444180;55;NULL;FR;FR;1;BAR LE DUC
102444220;972;NULL;FR;FR;1;SCHOELCHER
102444280;72;NULL;FR;FR;7;SAINTE JAMME SUR SARTHE
102445430;NULL;NULL;FR;FR;3;
102446110;7;NULL;FR;FR;2;PRIVAS
102446160;67;NULL;FR;FR;1;STRASBOURG
102446920;NULL;NULL;FR;FR;1;
102447040;34;NULL;FR;FR;3;MONTPELLIER
102447490;NULL;NULL;FR;FR;1;
102448260;NULL;NULL;FR;FR;3;
102448400;NULL;NULL;FR;FR;2;
102448670;NULL;NULL;ZA;FR;1;TAKEO CAMBODGE
102448810;NULL;NULL;FR;FR;1;
102448990;NULL;NULL;PT;FR;2;PORTUGAL
102449930;NULL;NULL;FR;FR;1;
102450260;NULL;NULL;FR;FR;2;
102450900;NULL;NULL;FR;FR;2;
102451430;92;NULL;FR;FR;4;LEVALLOIS PERRET
102451850;NULL;NULL;FR;FR;1;
102452320;NULL;NULL;FR;FR;2;
102452430;NULL;NULL;FR;FR;3;POINTE A PITRE
102452850;NULL;NULL;FR;FR;1;
102452960;NULL;NULL;FR;FR;3;
102453090;56;NULL;FR;FR;1;VANNES
102453530;NULL;NULL;FR;FR;1;
102453570;13;NULL;FR;FR;2;MARSEILLE
102453590;75;NULL;FR;FR;2;PARIS
102453700;50;NULL;FR;FR;1;CHERBOURG EN COTENTIN
102454140;NULL;NULL;FR;FR;3;
102454760;NULL;NULL;FR;FR;3;
102455000;29;NULL;FR;FR;2;BREST
102456060;NULL;NULL;FR;FR;1;
102456420;13;NULL;FR;FR;1;MARTIGUES
102456960;13;NULL;FR;FR;1;MARSEILLE
102457460;NULL;NULL;FR;FR;2;
102457480;NULL;NULL;FR;FR;3;
102458230;13;NULL;FR;FR;1;MARSEILLE
102458470;28;NULL;FR;FR;1;DREUX
102458580;83;NULL;FR;FR;2;OLLIOULES
102458820;NULL;NULL;FR;FR;7;
102458930;NULL;NULL;FR;FR;2;
102458950;NULL;NULL;FR;FR;2;
102459820;NULL;NULL;FR;FR;3;
102460140;54;NULL;FR;FR;2;NANCY
102460500;70;NULL;FR;FR;1;LUXEUIL LES BAINS
102460940;NULL;NULL;FR;FR;1;
102461220;NULL;NULL;FR;FR;1;
102462210;39;NULL;FR;FR;4;DOLE
102462310;NULL;NULL;FR;FR;5;ST CLAUDE
102462370;83;NULL;FR;FR;1;TOULON
102462550;NULL;NULL;FR;FR;1;
102463260;60;NULL;FR;FR;3;GOUVIEUX
102463290;10;NULL;FR;FR;1;TROYES
102463640;51;NULL;FR;FR;4;REIMS
102464020;15;NULL;FR;FR;1;ST FLOUR
102464070;NULL;NULL;FR;FR;3;
102464870;NULL;NULL;FR;FR;7;
102465150;NULL;NULL;FR;FR;2;
102465530;NULL;NULL;FR;FR;1;
102466040;37;NULL;FR;FR;2;INDRE ET LOIRE
102466410;7;NULL;FR;FR;3;AUBENAS
102467100;NULL;NULL;FR;FR;1;
102467190;34;NULL;FR;FR;2;MONTPELLIER
102467730;56;NULL;FR;FR;3;PLOEMEUR
102468010;NULL;NULL;FR;FR;1;
102468140;69;NULL;FR;FR;3;VENISSIEUX
102468290;NULL;NULL;FR;FR;1;
102468340;62;NULL;FR;FR;2;LIEVIN
102468490;NULL;NULL;FR;FR;1;
102468570;NULL;NULL;FR;FR;2;
102469550;29;NULL;FR;FR;4;BREST
102469670;NULL;NULL;FR;FR;1;
102469700;NULL;NULL;FR;FR;2;
102470640;21;NULL;FR;FR;1;DIJON
102472030;67;NULL;FR;FR;1;STRASBOURG
102472280;NULL;NULL;FR;FR;1;
102473020;NULL;NULL;FR;FR;2;
102473140;83;NULL;FR;FR;1;TOULON
102473600;NULL;NULL;FR;FR;3;
102473770;NULL;NULL;FR;FR;1;
102474880;NULL;NULL;FR;FR;1;
102474980;NULL;NULL;FR;FR;1;
102475190;42;NULL;FR;FR;1;FEURS
102475420;37;NULL;FR;FR;6;TOURS
102475620;75;NULL;FR;FR;1;PARIS 14
102475990;92;NULL;FR;FR;1;SURESNES
102476380;83;NULL;FR;FR;3;TOULON
102476440;29;NULL;FR;FR;3;BREST
102476790;NULL;NULL;FR;FR;1;
102476850;NULL;NULL;FR;FR;2;
102477430;NULL;NULL;FR;FR;2;
102477470;NULL;NULL;FR;FR;1;
