id_personne,code_dept_naiss,code_lim_jur,code_pays_naiss,code_pays_nat_1,code_sit_familiale,intitule_lieu_naissance
0106122290,31,NULL,FR,FR,01,TOULOUSE
0106122310,79,NULL,FR,FR,01,NIORT
0106122640,36,NULL,FR,FR,03,CHATEAUROUX
0106122670,NULL,NULL,FR,FR,01,
0106123400,57,NULL,FR,FR,01,SARREBOURG
0106123860,NULL,NULL,NULL,FR,01,
0106124720,NULL,NULL,FR,FR,02,
0106125180,NULL,NULL,FR,FR,02,
0106125220,93,NULL,FR,IT,06,ST DENIS
0106125390,18,NULL,FR,FR,01,BOURGES
0106125790,NULL,NULL,FR,FR,03,
0106125950,NULL,NULL,FR,FR,02,MACOUBA
0106127160,NULL,NULL,NULL,FR,03,
0106128320,25,NULL,FR,FR,02,GOUX LES USIERS
0106129720,NULL,NULL,FR,FR,01,ST CLAUDE
0106129780,44,NULL,FR,FR,06,ST NAZAIRE
0106129790,NULL,NULL,FR,FR,01,
0106130370,06,NULL,FR,FR,01,NICE
0106130440,54,NULL,FR,FR,05,LUNEVILLE
0106130930,NULL,NULL,FR,FR,01,
0106131670,NULL,NULL,NULL,FR,02,
0106131820,NULL,NULL,FR,FR,06,MARTINIQUE
0106131960,NULL,NULL,NULL,FR,01,
0106132050,NULL,NULL,FR,FR,01,
0106132110,02,NULL,FR,FR,02,ORIGNY STE BENOITE
0106133460,75,NULL,FR,FR,02,PARIS 17
0106134690,NULL,NULL,FR,FR,01,
0106134820,62,NULL,FR,FR,02,ARRAS
0106135570,NULL,NULL,FR,FR,06,
0106135950,45,NULL,FR,FR,03,ORLEANS
0106138490,13,NULL,FR,FR,02,MARTIGUES
0106138970,02,NULL,FR,FR,02,ST QUENTIN
0106139060,NULL,NULL,FR,FR,01,
0106139710,51,NULL,FR,FR,02,REIMS
0106141070,80,NULL,FR,FR,07,NAMPS AU VAL
0106141540,92,NULL,FR,FR,03,CHATENAY MALABRY
0106143000,NULL,NULL,FR,FR,01,
0106144730,13,NULL,FR,FR,01,MARIGNANE
0106145230,NULL,NULL,NULL,FR,01,
0106148490,NULL,NULL,NULL,FR,02,
0106148860,NULL,NULL,FR,FR,01,
0106148940,38,NULL,FR,FR,02,ST MARTIN D HERES
0106149270,NULL,NULL,NULL,FR,01,
0106149890,13,NULL,FR,FR,02,MARSEILLE
0106150860,973,NULL,FR,FR,01,CAYENNE
0106151650,974,NULL,FR,FR,05,ST ANDRE
0106153100,83,NULL,FR,FR,03,HYERES
0106154000,NULL,NULL,CG,FR,02,BRAZZAVILLE
0106154380,NULL,NULL,NULL,FR,01,
0106154990,84,NULL,FR,FR,05,ORANGE
0106155660,78,NULL,FR,FR,02,VERSAILLES
0106155950,NULL,NULL,FR,FR,02,
0106156300,NULL,NULL,FR,FR,01,
0106156650,31,NULL,FR,FR,03,TOULOUSE
0106157520,NULL,NULL,NULL,FR,01,
0106157680,NULL,NULL,FR,FR,01,
0106158280,NULL,NULL,FR,FR,01,
0106159750,NULL,NULL,ET,FR,01,WOLLO
0106161190,44,NULL,FR,FR,02,NANTES
0106162520,92,NULL,FR,FR,02,CLAMART
0106162790,NULL,NULL,FR,FR,03,
0106164630,NULL,NULL,FR,FR,01,
0106164790,NULL,NULL,NULL,FR,02,
0106165040,71,NULL,FR,FR,02,PARAY LE MONIAL
0106165260,NULL,NULL,NULL,FR,01,
0106165560,75,NULL,FR,FR,01,PARIS
0106165650,13,NULL,FR,FR,01,MARSEILLE
0106166800,NULL,NULL,FR,FR,03,
0106166960,NULL,NULL,NULL,FR,01,
0106167690,NULL,NULL,NULL,FR,02,
0106167940,41,NULL,FR,FR,01,VENDOME
0106168280,04,NULL,FR,FR,02,SISTERON
0106168410,NULL,NULL,NULL,FR,01,
0106168550,NULL,NULL,TN,FR,02,TUNIS
0106169490,NULL,NULL,FR,FR,02,
0106169930,NULL,NULL,FR,FR,01,
0106170760,NULL,NULL,DZ,FR,02,ALGERIE
0106171120,NULL,NULL,NULL,FR,03,
0106171800,69,NULL,FR,FR,01,LYON
0106172860,NULL,NULL,FR,FR,03,
0106173700,58,NULL,FR,FR,07,LA CHARITE SUR LOIRE
0106174450,NULL,NULL,FR,FR,06,
0106174460,07,NULL,FR,FR,01,GUILLERAND-GRANGES
0106175980,33,NULL,FR,FR,05,STE FOY LA GRANDE
0106176130,NULL,NULL,NULL,FR,01,
0106176420,44,NULL,FR,FR,03,GUERANDE
0106176560,NULL,NULL,FR,FR,01,
0106176830,NULL,NULL,FR,FR,02,
0106177250,45,NULL,FR,FR,03,MONTARGIS
0106178420,NULL,NULL,DZ,FR,07,ALGER
0106178620,NULL,NULL,FR,FR,07,
0106178850,92,NULL,FR,FR,01,LEVALLOIS PERRET
0106179800,57,NULL,FR,FR,02,ST AVOLD
0106180410,NULL,NULL,NULL,FR,02,
0106180490,NULL,NULL,FR,FR,02,
0106180860,NULL,NULL,NULL,FR,01,
0106181710,NULL,NULL,FR,FR,01,
0106182050,33,NULL,FR,FR,02,BORDEAUX
0106182280,971,NULL,FR,FR,03,GRAND BOURG
0106182930,23,NULL,FR,FR,01,HYERES
0106184070,37,NULL,FR,FR,06,TOURS
0106184080,77,NULL,FR,FR,05,MELUN
0106184160,NULL,NULL,FR,FR,01,
0106184710,01,NULL,FR,FR,02,VIRIAT
0106185070,02,NULL,FR,FR,02,ST QUENTIN
0106185240,33,NULL,FR,FR,07,BORDEAUX
0106186270,NULL,NULL,FR,FR,01,
0106186300,NULL,NULL,NULL,FR,03,
0106186910,NULL,NULL,FR,FR,03,
0106187510,NULL,NULL,FR,FR,01,
0106188010,NULL,NULL,FR,FR,01,
0106188170,NULL,NULL,FR,FR,02,
0106188310,55,NULL,FR,FR,01,COMMERCY
0106191020,75,NULL,FR,FR,01,PARIS 14
0106191210,63,NULL,FR,FR,01,AMBERT
0106191490,NULL,NULL,FR,FR,03,
0106191800,NULL,NULL,FR,FR,01,
0106191810,NULL,NULL,FR,FR,01,
0106193240,NULL,NULL,FR,FR,02,
0106193290,NULL,NULL,FR,FR,01,
0106194770,NULL,NULL,FR,FR,02,
0106196210,971,NULL,FR,FR,03,POINTE A PITRE
0106196600,2B,NULL,FR,FR,01,BASTIA
0106196830,NULL,NULL,FR,FR,01,
0106197000,21,NULL,FR,FR,03,FONTAINE LES DIJON
0106197140,13,NULL,FR,FR,03,MARSEILLE
0106197160,NULL,NULL,FR,FR,01,
0106198950,NULL,NULL,FR,FR,01,
0106198990,NULL,NULL,FR,FR,01,
0106200580,02,NULL,FR,FR,04,QUESSY CENTRE
0106201060,57,NULL,FR,FR,01,ST AVOLD
0106201640,NULL,NULL,FR,FR,01,
0106201650,NULL,NULL,FR,FR,01,ST ESPRIT
0106202960,03,NULL,FR,FR,03,MONTLUCON
0106202980,65,NULL,FR,FR,03,TARBES
0106203250,NULL,NULL,FR,FR,02,
0106203590,41,NULL,FR,FR,02,VENDOME
0106204120,NULL,NULL,NULL,FR,03,
0106204960,92,NULL,FR,FR,03,FONTENAY AUX ROSES
0106206310,NULL,NULL,FR,FR,01,
0106207400,NULL,NULL,FR,FR,03,
0106209050,84,NULL,FR,FR,03,AVIGNON
0106209540,NULL,NULL,NULL,FR,03,
0106209660,77,NULL,FR,FR,04,FONTAINEBLEAU
0106209950,NULL,NULL,AR,FR,02,
0106209990,58,NULL,FR,FR,01,NEVERS
0106210730,NULL,NULL,FR,FR,01,
0106210750,43,NULL,FR,FR,02,BRIOUDE
0106210790,73,NULL,FR,FR,01,CHAMBERY
0106211360,35,NULL,FR,FR,01,RENNES
0106211790,59,NULL,FR,FR,02,LESQUIN
0106212070,NULL,NULL,FR,FR,01,
0106212110,NULL,NULL,NULL,FR,01,
0106212920,NULL,NULL,NULL,FR,01,
0106212930,NULL,NULL,FR,FR,01,
0106214220,NULL,NULL,FR,FR,07,
0106214350,NULL,NULL,FR,FR,03,
0106214560,39,NULL,FR,FR,04,LONS LE SAUNIER
0106214690,92,NULL,FR,FR,01,MEUDON LA FORET
0106214770,NULL,NULL,FR,FR,01,
0106214920,NULL,NULL,FR,FR,01,
0106215030,NULL,NULL,FR,FR,01,
0106216500,44,NULL,FR,FR,04,ANCENIS
0106216840,NULL,NULL,FR,FR,07,
0106217550,09,NULL,FR,FR,02,FOIX
0106218880,37,NULL,FR,FR,06,CHATEAUDUN
0106219630,NULL,NULL,FR,FR,01,
0106219910,13,NULL,FR,FR,01,MIRAMAS
0106220410,92,NULL,FR,FR,03,CLAMART
0106221320,NULL,NULL,FR,FR,01,
0106221500,02,NULL,FR,FR,01,CHAUNY
0106222550,NULL,NULL,NULL,FR,01,
0106223960,42,NULL,FR,FR,01,FIRMINY
0106226810,59,NULL,FR,FR,02,LILLE
0106227730,NULL,NULL,PT,PT,02,RUMAS SATAO
0106227980,06,NULL,FR,FR,03,NICE
0106228910,NULL,NULL,FR,FR,01,
0106230780,NULL,NULL,FR,FR,03,
0106231050,NULL,NULL,FR,FR,07,
0106232410,01,NULL,FR,FR,02,BOURG EN BRESSE
0106233090,71,NULL,FR,FR,01,CHALON SUR SAONE
0106233310,NULL,NULL,FR,FR,01,
0106235020,NULL,NULL,FR,FR,01,
0106235310,91,NULL,FR,FR,01,COURCOURONNES
0106235960,56,NULL,FR,FR,02,LORIENT
0106236030,78,NULL,FR,FR,02,SARTROUVILLE
0106237670,NULL,NULL,FR,FR,01,
0106237800,NULL,NULL,FR,FR,02,
0106238280,NULL,NULL,FR,FR,02,
0106239220,82,NULL,FR,FR,02,CASTELSARRASIN
0106240210,25,NULL,FR,FR,03,BESANCON
0106242020,NULL,NULL,FR,FR,03,
0106242330,45,NULL,FR,FR,01,GIEN
0106242430,NULL,NULL,FR,FR,01,
0106242810,NULL,NULL,FR,FR,03,
0106242840,75,NULL,FR,FR,01,PARIS
0106244100,NULL,NULL,FR,FR,01,POINTE A PITRE
0106244670,NULL,NULL,NULL,FR,01,
0106245230,NULL,NULL,FR,FR,01,
0106245340,NULL,NULL,FR,FR,04,
0106246970,NULL,NULL,FR,FR,01,
0106247580,NULL,NULL,FR,FR,03,
0106248100,972,NULL,FR,FR,01,FORT DE FRANCE
0106249330,NULL,NULL,FR,FR,03,
0106249810,78,NULL,FR,FR,01,POISSY
0106250530,NULL,NULL,FR,FR,01,
0106251120,NULL,NULL,FR,FR,01,
0106252390,72,NULL,FR,FR,01,LA FERTE BERNARD
0106253430,NULL,NULL,FR,FR,03,
0106253800,971,NULL,FR,FR,01,BASSE TERRE
0106254940,14,NULL,FR,FR,02,CAEN
0106255700,06,NULL,FR,FR,03,CANNES
0106256290,NULL,NULL,FR,FR,02,FORT DE FRANCE
0106256750,NULL,NULL,FR,FR,02,STE MARIE
0106257650,87,NULL,FR,FR,02,ST YRIEIX LA PERCHE
0106257790,NULL,NULL,FR,FR,01,
0106258490,NULL,NULL,FR,FR,01,
0106258630,33,NULL,FR,FR,01,ARES
0106259190,NULL,NULL,FR,FR,06,
0106259320,NULL,NULL,FR,FR,05,
0106259510,29,NULL,FR,FR,03,BREST
0106260650,79,NULL,FR,FR,03,PARTHENAY
0106262250,NULL,NULL,NULL,FR,03,
0106262840,NULL,NULL,NULL,FR,01,
0106263280,33,NULL,FR,FR,03,BORDEAUX
0106263760,31,NULL,FR,FR,01,ST JEAN
0106264390,02,NULL,FR,FR,01,ST QUENTIN
0106264840,NULL,NULL,MA,FR,02,MEKMES
0106264970,NULL,NULL,DZ,FR,02,EL YANAOUN
0106265120,29,NULL,FR,FR,01,BREST
0106265590,59,NULL,FR,FR,03,ST SAULVE
0106265770,NULL,NULL,FR,FR,01,
0106266290,NULL,NULL,FR,FR,01,
0106266410,80,NULL,FR,FR,02,ESTREES SUR NOYE
0106266900,NULL,NULL,MP,FR,02,ILE MAURICE
0106267490,NULL,NULL,FR,FR,02,
0106267690,36,NULL,FR,FR,01,CHATEAUROUX
0106267710,57,NULL,FR,FR,03,FORBACH
0106268340,16,NULL,FR,FR,01,ROUMAZIERES LOUBERT
0106268910,68,NULL,FR,FR,01,COLMAR
0106268930,76,NULL,FR,FR,01,LE HAVRE
0106269050,NULL,NULL,NULL,FR,01,
0106269660,NULL,NULL,FR,FR,03,FORT DE FRANCE
0106271440,71,NULL,FR,FR,02,LE CREUZOT
0106271490,NULL,NULL,FR,FR,02,
0106271870,69,NULL,FR,FR,02,VILLEURBANNE
0106272440,NULL,NULL,FR,FR,02,
0106272560,34,NULL,FR,FR,01,MONTPELLIER
0106272840,NULL,NULL,NULL,FR,02,
0106272900,NULL,NULL,FR,FR,02,
0106273010,NULL,NULL,FR,FR,02,
0106275310,NULL,NULL,FR,FR,02,
0106275320,NULL,NULL,NULL,FR,01,
0106275390,NULL,NULL,NULL,FR,01,
0106275800,NULL,NULL,NULL,FR,01,
0106277400,59,NULL,FR,FR,03,DENAIN
0106277600,NULL,NULL,NULL,FR,01,
0106279000,NULL,NULL,FR,FR,03,
0106281060,13,NULL,FR,FR,01,MARSEILLE
0106282060,04,NULL,FR,FR,02,MANOSQUE
0106282160,NULL,NULL,MA,FR,05,CASABLANCA
0106282340,92,NULL,FR,FR,04,RUEIL MALMAISON
0106282790,NULL,NULL,DE,FR,02,ERDING
0106283060,33,NULL,FR,FR,04,ARES
0106283270,91,NULL,FR,FR,01,ANTONY
0106283460,24,NULL,FR,FR,03,SARLAT
0106283620,88,NULL,FR,FR,02,REMIREMONT
0106284100,NULL,NULL,FR,FR,02,
0106284500,21,NULL,FR,FR,02,DIJON
0106285170,44,NULL,FR,FR,04,NANTES
0106285260,NULL,NULL,NULL,FR,01,
0106285280,13,NULL,FR,FR,03,AUBAGNE
0106285410,NULL,NULL,FR,FR,04,
0106286250,26,NULL,FR,FR,02,MERINDOL LES OLIVIERS
0106287160,NULL,NULL,FR,FR,01,
0106287630,NULL,NULL,NULL,FR,01,
0106287650,NULL,NULL,FR,FR,01,
0106287940,NULL,NULL,FR,FR,02,
0106288080,54,NULL,FR,FR,02,DAMELEVIERES
0106289350,NULL,NULL,FR,FR,01,
0106289410,NULL,NULL,FR,FR,02,
0106289920,91,NULL,FR,FR,03,RIS ORANGIS
0106289960,72,NULL,FR,FR,01,LE MANS
0106290110,63,NULL,FR,FR,01,ISSOIRE
0106290670,NULL,NULL,FR,FR,03,LE PORT
0106290760,NULL,NULL,FR,FR,01,
0106291880,NULL,NULL,FR,FR,04,
0106292030,NULL,NULL,NULL,FR,01,
0106292190,NULL,NULL,NULL,FR,02,
0106292670,83,NULL,FR,FR,01,TOULON
0106292860,10,NULL,FR,FR,03,TROYES
0106292920,39,NULL,FR,FR,01,LONS LE SAUNIER
0106294070,NULL,NULL,FR,FR,01,
0106294210,NULL,NULL,FR,FR,01,
0106295940,NULL,NULL,FR,FR,01,
0106296630,NULL,NULL,CV,FR,02,TARRAFAL
0106297020,67,NULL,FR,FR,03,STRASBOUR
0106297210,62,NULL,FR,FR,02,AVION
0106297510,NULL,NULL,FR,FR,02,
0106298030,NULL,NULL,NULL,FR,02,
0106298270,NULL,NULL,NULL,FR,01,
0106299350,NULL,NULL,FR,FR,02,
0106300020,69,NULL,FR,FR,01,CAILLOUX SUR FONTAINES
0106300680,41,NULL,FR,FR,02,CHEVERNY
0106302300,45,NULL,FR,FR,04,ORLEANS
0106303240,NULL,NULL,NULL,FR,01,
0106303290,NULL,NULL,FR,FR,03,
0106303780,NULL,NULL,FR,FR,01,
0106304080,NULL,NULL,NULL,FR,01,
0106304390,NULL,NULL,FR,FR,03,
0106304600,NULL,NULL,FR,FR,99,
0106305030,67,NULL,FR,FR,07,STRASBOURG
0106305720,NULL,NULL,FR,FR,02,
0106306590,47,NULL,FR,FR,02,AGEN
0106307700,NULL,NULL,IT,FR,02,ACRI
0106309050,62,NULL,FR,FR,02,BEUVRY
0106311070,NULL,NULL,DZ,FR,02,ALGER
0106311510,NULL,NULL,NULL,FR,01,
0106311800,16,NULL,FR,FR,03,CONFOLENS
0106312140,13,NULL,FR,FR,01,MARSEILLE
0106312370,NULL,NULL,AM,FR,02,HOKTEMBERIAN
0106314890,83,NULL,FR,FR,03,TOULON
0106315310,NULL,NULL,FR,FR,05,
0106316180,16,NULL,FR,FR,02,JARNAC
0106316710,NULL,NULL,FR,FR,01,
0106316790,NULL,NULL,FR,FR,01,
0106317100,NULL,NULL,FR,FR,03,
0106317110,75,NULL,FR,FR,02,PARIS 20
0106317300,NULL,NULL,FR,FR,01,
0106318230,NULL,NULL,FR,FR,01,
0106318660,NULL,NULL,NULL,FR,01,
0106319380,NULL,NULL,FR,FR,01,
0106319750,64,NULL,FR,FR,01,BAYONNE
0106321640,NULL,NULL,IT,FR,03,VERCELLI
0106321830,NULL,NULL,NULL,FR,03,
0106322150,NULL,NULL,FR,FR,01,
0106322650,NULL,NULL,FR,FR,01,
0106323020,58,NULL,FR,FR,02,DECIZE
0106323170,07,001,FR,FR,07,BURZET
0106323950,34,NULL,FR,FR,02,OLONZAC
0106327710,30,NULL,FR,FR,01,BAGNOLS SUR CEZE
0106327890,NULL,NULL,FR,FR,01,
0106328260,67,NULL,FR,FR,02,HAGUENAU
0106328460,30,NULL,FR,FR,02,NIMES
0106328760,NULL,NULL,NULL,FR,01,
0106329910,42,NULL,FR,FR,01,ROANNE
0106330150,NULL,NULL,FR,FR,02,
0106330350,74,NULL,FR,FR,01,SALLANCHES
0106330710,NULL,NULL,FR,FR,01,
0106331290,NULL,NULL,FR,FR,04,
0106331320,NULL,NULL,FR,FR,02,
0106331440,30,NULL,FR,FR,02,NIMES
0106331610,75,NULL,FR,FR,07,PARIS 10
0106331660,NULL,NULL,NULL,FR,02,
0106331780,08,NULL,FR,FR,01,CHARLEVILLE MEZIERES
0106332520,NULL,NULL,FR,FR,01,
0106333400,NULL,NULL,NULL,FR,04,
0106333450,65,NULL,FR,FR,03,TARBES
0106335020,26,NULL,FR,FR,03,CREST
0106336320,NULL,NULL,FR,FR,07,
0106336980,NULL,NULL,NULL,FR,01,
0106338750,NULL,NULL,FR,FR,01,
0106338760,NULL,NULL,FR,FR,01,
0106339110,31,NULL,FR,FR,01,TOULOUSE
0106339690,NULL,NULL,FR,FR,07,
0106340100,NULL,NULL,NULL,FR,01,
0106340130,NULL,NULL,FR,FR,01,
0106340140,NULL,NULL,FR,FR,02,
0106341140,NULL,NULL,FR,FR,01,
0106341700,43,NULL,FR,FR,03,LE PUY EN VELAY
0106343540,NULL,NULL,FR,FR,01,
0106343930,NULL,NULL,FR,FR,02,
0106344310,NULL,NULL,NL,FR,02,IENDHOVEN
0106344320,NULL,NULL,FR,FR,01,
0106344770,NULL,NULL,DZ,FR,07,BATNA
0106345050,NULL,NULL,FR,FR,01,
0106345080,NULL,NULL,FR,FR,01,
0106345140,NULL,NULL,FR,FR,01,
0106345210,NULL,NULL,NULL,FR,01,
0106345360,NULL,NULL,FR,FR,01,
0106346230,NULL,NULL,FR,FR,02,TROIS RIVIERES
0106346440,NULL,NULL,NULL,FR,01,
0106346570,75,NULL,FR,FR,01,PARIS 14
0106346990,NULL,NULL,FR,FR,03,
0106347730,NULL,NULL,FR,FR,03,
0106347940,59,NULL,FR,FR,03,LILLE
0106348030,75,NULL,FR,FR,01,PARIS
0106348360,78,NULL,FR,FR,02,VERSAILLES
0106348770,29,NULL,FR,FR,02,SAINT POL DE LEON
0106349010,07,NULL,FR,FR,03,PRIVAS
0106349140,NULL,NULL,FR,FR,01,
0106349290,59,NULL,FR,FR,01,TOURCOING
0106350530,75,NULL,FR,FR,01,PARIS
0106350970,NULL,NULL,FR,FR,01,
0106351280,NULL,NULL,NULL,FR,01,
0106351550,NULL,NULL,FR,FR,01,
0106351570,67,NULL,FR,FR,02,SELESTAT
0106351710,NULL,NULL,NULL,FR,02,
0106352410,NULL,NULL,NULL,FR,01,
0106353390,57,NULL,FR,FR,03,SARREGUEMINES
0106353710,NULL,NULL,ID,FR,02,SEMARANG
0106353750,NULL,NULL,FR,FR,01,
0106355000,33,NULL,FR,FR,02,PESSAC
0106356120,NULL,NULL,ES,FR,02,MADRID
0106358400,NULL,NULL,NULL,FR,03,
0106358680,NULL,NULL,FR,FR,03,
0106359040,NULL,NULL,NULL,FR,02,
0106359210,62,NULL,FR,FR,02,BOIS BERNARD
0106359860,74,NULL,FR,FR,03,ANNECY
0106360840,NULL,NULL,NULL,FR,01,
0106361070,NULL,NULL,FR,FR,03,
0106361790,NULL,NULL,FR,FR,01,
0106362390,NULL,NULL,FR,FR,03,
0106363100,59,NULL,FR,FR,03,TOURCOING
0106363260,NULL,NULL,FR,FR,01,
0106364190,NULL,NULL,LU,FR,01,LUXEMBOURG
0106364350,NULL,NULL,FR,FR,07,
0106364450,NULL,NULL,FR,FR,01,
0106364810,11,NULL,FR,FR,02,CAUDEBRONDE
0106364850,NULL,NULL,NULL,FR,01,
0106365700,NULL,NULL,NULL,FR,01,
0106365970,NULL,NULL,NULL,FR,04,
0106366040,75,NULL,FR,FR,01,PARIS
0106366620,NULL,NULL,FR,FR,01,
0106367190,13,NULL,FR,FR,03,MARSEILLE
0106367870,53,NULL,FR,FR,02,MAYENNE
0106368650,35,NULL,FR,FR,04,ST MALO
0106368720,NULL,NULL,FR,FR,01,
0106369470,NULL,NULL,FR,FR,02,
0106370450,94,NULL,FR,FR,02,FONTENAY SOUS BOIS
0106371170,19,NULL,FR,FR,03,CORREZE
0106371920,40,NULL,FR,FR,01,DAX
0106372770,NULL,NULL,FR,FR,03,
0106373320,NULL,NULL,FR,FR,03,
0106373380,44,NULL,FR,FR,01,ST NAZAIRE
0106373600,NULL,NULL,NULL,FR,01,
0106374240,NULL,NULL,FR,FR,01,
0106374780,14,NULL,FR,FR,03,FORMIGNY
0106375120,29,NULL,FR,FR,03,BREST
0106376120,NULL,NULL,FR,FR,01,
0106376730,NULL,NULL,NULL,FR,01,
0106376810,31,NULL,FR,FR,01,TOULOUSE
0106376950,30,NULL,FR,FR,02,NIMES
0106377340,NULL,NULL,FR,FR,01,
0106377350,75,NULL,FR,FR,01,PARIS
0106378390,83,NULL,FR,FR,02,TOULON
0106379660,974,NULL,FR,FR,03,ST DENIS DE LA REUNION
0106379860,NULL,NULL,CF,FR,07,TINGOMBE
0106380510,NULL,NULL,FR,FR,01,
0106380620,NULL,NULL,FR,FR,03,
0106380930,52,NULL,FR,FR,05,ST DIZIER
0106380990,NULL,NULL,NULL,FR,01,
0106381260,51,NULL,FR,FR,02,REIMS
0106381270,NULL,NULL,FR,FR,07,LE TAMPON
0106381360,16,NULL,FR,FR,02,ANGOULEME
0106382060,NULL,NULL,NULL,FR,01,
0106382510,NULL,NULL,FR,FR,01,
0106382880,NULL,NULL,FR,FR,01,
0106383590,06,NULL,FR,FR,01,NICE
0106383650,30,NULL,FR,FR,01,ALES
0106383660,30,NULL,FR,FR,01,ALES
0106384840,NULL,NULL,FR,FR,01,
0106384950,NULL,NULL,FR,FR,01,
0106385780,63,NULL,FR,FR,02,CLERMONT FERRAND
0106386420,NULL,NULL,NULL,FR,02,
0106386960,31,NULL,FR,FR,04,L UNION
0106388120,81,NULL,FR,FR,01,ALBI
0106388140,NULL,NULL,NULL,FR,01,
0106389060,NULL,NULL,NULL,FR,01,
0106389360,NULL,NULL,FR,FR,04,
0106389870,06,NULL,FR,FR,02,CANNES
0106389970,63,NULL,FR,FR,03,CLERMONT FERRAND
0106390720,NULL,NULL,FR,FR,01,
0106391080,68,NULL,FR,FR,07,MUNSTER
0106391140,NULL,NULL,FR,FR,03,
0106391340,NULL,NULL,FR,FR,02,
0106391400,NULL,NULL,FR,FR,01,
0106391430,NULL,NULL,FR,FR,01,
0106392110,45,NULL,FR,FR,01,ORLEANS
0106392430,NULL,NULL,FR,FR,03,
0106393330,66,NULL,FR,FR,01,PERPIGNAN
0106393750,NULL,NULL,FR,FR,01,
0106393800,61,NULL,FR,FR,03,ARGENTAN
0106393870,75,NULL,FR,FR,02,PARIS
0106394280,NULL,NULL,FR,FR,01,
0106394500,NULL,NULL,FR,FR,01,
0106395050,NULL,NULL,FR,FR,07,
0106395400,33,NULL,FR,FR,01,BORDEAUX
0106395660,NULL,NULL,FR,FR,01,
0106395940,NULL,NULL,FR,FR,01,
0106396680,42,NULL,FR,FR,02,ST ETIENNE
0106397040,69,NULL,FR,FR,03,RILLIEUX LA PAPE
0106397330,54,NULL,FR,FR,02,NANCY
0106397590,NULL,NULL,FR,FR,05,
0106400970,NULL,NULL,FR,FR,02,
0106401250,NULL,NULL,FR,FR,02,
0106401510,NULL,NULL,MA,FR,02,BENI ARFJA TAIFA
0106401640,17,NULL,FR,FR,06,LA ROCHELLE
0106401730,57,NULL,FR,FR,03,SARREGUEMINES
0106401890,62,NULL,FR,FR,02,ARRAS
0106405050,NULL,NULL,FR,FR,02,
0106405820,NULL,NULL,NULL,FR,99,
0106407190,972,NULL,FR,FR,02,FORT DE FRANCE
0106407380,974,NULL,FR,FR,04,ST PAUL
0106407810,NULL,NULL,FR,FR,02,
0106408540,NULL,NULL,FR,FR,01,
0106408780,NULL,NULL,NULL,FR,02,
0106410160,64,NULL,FR,FR,06,ORTHEZ
0106410290,16,NULL,FR,FR,03,ANGOULEME
0106411660,34,NULL,FR,FR,01,MONTPELLIER
0106412410,NULL,NULL,NULL,FR,03,
0106412590,NULL,NULL,NULL,FR,01,
0106413060,NULL,NULL,FR,FR,02,
0106413200,NULL,NULL,FR,FR,01,
0106413550,NULL,NULL,FR,FR,01,
0106413670,NULL,NULL,NULL,FR,01,
0106413690,NULL,NULL,NULL,FR,01,
0106414100,71,NULL,FR,FR,01,MACON
0106414200,80,NULL,FR,FR,03,AMIENS
0106414260,75,NULL,FR,FR,02,PARIS
0106414740,NULL,NULL,FR,FR,03,
0106415140,NULL,NULL,NULL,FR,99,
0106415540,76,NULL,FR,FR,05,ROUEN
0106415580,67,NULL,FR,FR,01,STRASBOURG
0106415810,72,NULL,FR,FR,02,ST CALAIS
0106415860,NULL,NULL,FR,FR,01,LE PORT
0106415880,NULL,NULL,FR,FR,01,
0106416590,NULL,NULL,FR,FR,04,
0106416800,NULL,NULL,FR,FR,01,
0106416810,NULL,NULL,FR,FR,01,
0106417210,NULL,NULL,FR,FR,01,
0106418410,NULL,NULL,FR,FR,01,
0106418930,NULL,NULL,FR,FR,03,
0106419120,57,NULL,FR,FR,03,METZ
0106419290,NULL,NULL,FR,FR,01,
0106419470,75,NULL,FR,FR,04,PARIS 14
0106419740,50,NULL,FR,FR,03,ST HILAIRE
0106420160,31,NULL,FR,FR,01,TOULOUSE
0106421090,NULL,NULL,FR,FR,02,
0106421170,75,NULL,FR,FR,02,PARIS
0106421270,NULL,NULL,FR,FR,02,
0106421320,NULL,NULL,NULL,FR,01,
0106421400,NULL,NULL,FR,FR,05,
0106421620,06,NULL,FR,FR,01,NICE
0106421630,06,NULL,FR,FR,02,CANNES
0106422630,71,NULL,FR,FR,03,ST REMY
0106423080,55,NULL,FR,FR,01,VERDUN
0106423440,83,NULL,FR,FR,01,STE MAXIME
0106423990,NULL,NULL,NULL,FR,01,
0106424360,NULL,NULL,BR,FR,05,BRESIL
0106425130,NULL,NULL,NULL,FR,01,
0106425880,NULL,NULL,NULL,FR,01,
0106426270,NULL,NULL,FR,FR,02,
0106426300,NULL,NULL,FR,FR,03,
0106426580,974,NULL,FR,FR,02,ST ANDRE
0106427210,NULL,NULL,FR,FR,01,
0106427310,NULL,NULL,FR,FR,03,
0106427340,NULL,NULL,NULL,FR,02,
0106427720,24,NULL,FR,FR,01,PERIGUEUX
0106428940,NULL,NULL,FR,FR,03,
0106429000,32,NULL,FR,FR,01,AUCH
0106429070,NULL,NULL,NULL,FR,01,
0106429160,68,NULL,FR,FR,02,COLMAR
0106429280,NULL,NULL,FR,FR,01,
0106429800,NULL,NULL,FR,FR,01,CAYENNE
